municipio,nombre_unidad,tipologia,clave_ins,institucion,nivel_atencion,tipo_establecimiento,latitud,longitud
EL SALTO,UMFH 5 EL SALTO,UNIDAD DE MEDICINA FAMILIAR CON HOSPITALIZACIÓN,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5148562,-103.1782275
SAN JUAN DE LOS LAGOS,UMF 41 S. JUAN LAGOS,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,21.2502071,-102.3281282
SAN MARTIN DE BOLAÑOS,UMF 106 SAN MARTÍN,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,21.6820656,-103.8162338
SAN MARTIN HIDALGO,UMF 73 MARTÍN HIDALGO,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.4334021,-103.9323064
SAN MARTIN HIDALGO,UMF 38 BUENA VISTA,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5667601,-103.8551098
SAN MIGUEL EL ALTO,UMF 86 S. MIGUEL ALTO,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,21.0304133,-102.4109977
GOMEZ FARIAS,UMF 114 GÓMEZ FARÍAS,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,19.790916,-103.4762719
SAYULA,UMF 62 SAYULA,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,19.8847403,-103.5892948
TALA,HGZMF 26 TALA,HOSPITAL GENERAL DE ZONA CON MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.6525731,-103.7076508
TALPA DE ALLENDE,UMF 74 TALPA ALLENDE,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.3893377,-104.8224967
TAMAZULA DE GORDIANO,HGSMF 15 TAMAZULA,HOSPITAL GENERAL DE SUBZONA CON MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,19.69289,-103.2371691
TAMAZULA DE GORDIANO,UMF 36 LA GARITA,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,19.7742809,-103.1228488
TAMAZULA DE GORDIANO,UMF 35 VISTA HERMOSA,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,19.6876826,-103.3392387
TAPALPA,UMF 64 TAPALAPA,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,19.9408589,-103.7541836
TECALITLAN,UMFH 16 TECALITLÁN,UNIDAD DE MEDICINA FAMILIAR CON HOSPITALIZACIÓN,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,19.4754178,-103.3031952
TECOLOTLAN,UMF 75 TECOLOTLÁN,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.1936299,-104.0424281
TEOCALTICHE,UMF 87 TEOCALTICHE,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,21.4454695,-102.5724917
TEOCUITATLAN DE CORONA,UMF 76 TEOCUITATLÁN,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.0906847,-103.3818528
TEPATITLAN DE MORELOS,HGZ 21 TEPATITLÁN,HOSPITAL GENERAL DE ZONA,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.805,-102.777
TEPATITLAN DE MORELOS,UMF 159 JESÚS MARÍA,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.8191124,-102.7669054
TEPATITLAN DE MORELOS,UMF 168 TEPATITLÁN,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.8078064,-102.7589059
TEQUILA,UMFH 10 TEQUILA,UNIDAD DE MEDICINA FAMILIAR CON HOSPITALIZACIÓN,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.8824229,-103.8336146
TLAJOMULCO DE ZUÑIGA,UMF 59 TLAJOMULCO,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.4691215,-103.4436062
SAN PEDRO TLAQUEPAQUE,UMF 54 TLAQUEPAQUE,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6340729,-103.2901624
SAN PEDRO TLAQUEPAQUE,UMF 39 TLAQUEPAQUE,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.626223,-103.321946
TOMATLAN,UMF 43 TOMATLÁN,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,19.9344569,-105.2529886
TONALA,UMF 93 TONALÁ,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6186052,-103.2478389
TONILA,UMF 33 S. MARCOS,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,19.4448626,-103.5064047
TOTOTLAN,UMF 67 TOTOTLÁN,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5401867,-102.7903387
TUXPAN,UMFH 19 TUXPAN,UNIDAD DE MEDICINA FAMILIAR CON HOSPITALIZACIÓN,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,19.5567951,-103.3846101
UNION DE SAN ANTONIO,UMF 82 UNIÓN DE TULA,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,19.9617826,-104.2639187
SAN GABRIEL,UMF 63 SAN GABRIEL,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,19.7440046,-103.7710842
VILLA CORONA,HGSMF 27 VILLA CORONA,HOSPITAL GENERAL DE SUBZONA CON MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.4136301,-103.6634588
VILLA CORONA,UMF 29 ESTIPAC,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.3638093,-103.7269788
YAHUALICA DE GONZALEZ GALLO,UMF 94 YAHUALICA,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,21.1778904,-102.8844065
ZACOALCO DE TORRES,UMF 77 ZACOALCO,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.2218542,-103.5745641
ZAPOPAN,CCSM 1 OBLATOS,CENTRO COMUNITARIO DE SALUD MENTAL,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7218751,-103.3866441
ZAPOPAN,UMF 171 ZAPOPAN,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6307253,-103.4168672
ZAPOPAN,UMF 53 ZAPOPAN,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7217403,-103.3879262
ZAPOPAN,UMF 8 EXPERIENCIA,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.728889,-103.336204
ZAPOTILTIC,UMFH 18 ZAPOTILTIC,UNIDAD DE MEDICINA FAMILIAR CON HOSPITALIZACIÓN,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,19.6287059,-103.4136718
ZAPOTLANEJO,UMF 47 ZAPOTLANEJO,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6219776,-103.0559751
UNION DE SAN ANTONIO,UMF 137 ANTONIO,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,21.1292755,-102.0062345
TEPATITLAN DE MORELOS,UMF 160 CAPILLA GPE.,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.8263516,-102.5829442
LAGOS DE MORENO,HGZ-UMAA 7 LAGOS DE MORENO,HOSPITAL GENERAL DE ZONA,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,21.3776236,-101.9202643
ZAPOPAN,UMF 178 GUADALUPE,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6584,-103.4399785
UNION DE SAN ANTONIO,UMF 133 UNIÓN,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,21.1291179,-102.0078483
TUXPAN,UMFH 17 ATENTIQUE,UNIDAD DE MEDICINA FAMILIAR CON HOSPITALIZACIÓN,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,19.5303,-103.438
TIZAPAN EL ALTO,UMF 155 TIZAPAN ALTO,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.1583,-103.043
SAN JULIAN,UMF 132 SAN JULIÁN,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,21.0103,-102.179
OJUELOS DE JALISCO,UMF 130 OJUELOS,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,21.8615386,-101.5940746
TEUCHITLAN,UMF 98 TEUCHITLÁN,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6818652,-103.8501531
PUERTO VALLARTA,UMF 179 LAS PAROTAS,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.675421,-105.204564
GUADALAJARA,CSS GUADALAJARA,NO ESPECIFICADO,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,NO APLICA,DE ASISTENCIA SOCIAL,20.6652,-103.349
LAGOS DE MORENO,CSS LAGOS DE MORENO,NO ESPECIFICADO,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,NO APLICA,DE ASISTENCIA SOCIAL,21.3585,-101.928
OCOTLAN,CSS OCOTLÁN,NO ESPECIFICADO,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,NO APLICA,DE ASISTENCIA SOCIAL,20.3552,-102.774
ZAPOTLAN EL GRANDE,CSS CIUDAD GUZMÁN,NO ESPECIFICADO,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,NO APLICA,DE ASISTENCIA SOCIAL,19.7102,-103.461
TLAJOMULCO DE ZUÑIGA,HGR 180 TLAJOMULCO,HOSPITAL GENERAL REGIONAL,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.5078171,-103.3990752
IXTLAHUACAN DE LOS MEMBRILLOS,UMF 181 LOS SABINOS,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.3483188,-103.1921455
ZAPOPAN,UMF 182 TESISTÁN,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7869849,-103.4822869
TONALA,UMF 184 CERRO DE LA REINA,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.652615,-103.229499
TECHALUTA DE MONTENEGRO,UMF 65 TECHALUTA,UNIDAD DE MEDICINA FAMILIAR,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,PRIMER NIVEL,DE CONSULTA EXTERNA,20.0699,-103.5483
ARANDAS,HOSPITAL GENERAL DE SUBZONA ARANDAS NO.185 JALISCO,HOSPITAL GENERAL DE SUBZONA,IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.7126198,-102.3730311
AMECA,UMF AMECA,UNIDAD DE MEDICINA FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5528948,-104.0487618
AUTLAN DE NAVARRO,CMF AUTLAN DE NAVARRO,CLÍNICA DE MEDICINA FAMILIAR ,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,19.7681751,-104.3809703
LA BARCA,UMF LA BARCA,UNIDAD DE MEDICINA FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.2929927,-102.5554239
ZAPOTLAN EL GRANDE,CH CD. GUZMÁN,CLÍNICA HOSPITAL ,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,19.6849072,-103.4677398
COCULA,UMF COCULA,UNIDAD DE MEDICINA FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.3570806,-103.8167132
EL GRULLO,UMF EL GRULLO,UNIDAD DE MEDICINA FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,19.7990399,-104.2150488
GUADALAJARA,"CMF ""DR. ARTURO GLEZ."", GUADALAJARA # 1",CLÍNICA DE MEDICINA FAMILIAR ,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.688022,-103.3300805
PUERTO VALLARTA,CH PUERTO VALLARTA,CLÍNICA HOSPITAL ,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,SEGUNDO NIVEL,DE HOSPITALIZACIÓN,20.6466548,-105.2203837
TECOLOTLAN,UMF TECOLOTLÁN,UNIDAD DE MEDICINA FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.20367,-104.05109
TEOCALTICHE,UMF TEOCALTICHE,UNIDAD DE MEDICINA FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,21.4245247,-102.5726008
TEPATITLAN DE MORELOS,UMF TEPATITLÁN DE MORELOS,UNIDAD DE MEDICINA FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.809214,-102.765862
TOMATLAN,UMF TOMATLÁN,UNIDAD DE MEDICINA FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,19.9390286,-105.2505888
ZAPOPAN,"HR/HAE ""VALENTÍN GÓMEZ FARIAS"", ZAPOPAN",HOSPITAL REGIONAL / HOSPITAL DE ALTA ESPECIALIDAD,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,TERCER NIVEL,DE HOSPITALIZACIÓN,20.7186359,-103.3873164
TEQUILA,CAF TEQUILA,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.8769988,-103.8388776
ACATLAN DE JUAREZ,CAF ACATLÁN DE JUÁREZ,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.4215264,-103.5921339
AHUALULCO DE MERCADO,UMF AHUALULCO DE MERCADO,UNIDAD DE MEDICINA FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6981199,-103.9738083
ARANDAS,CAF ARANDAS,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7053613,-102.3441033
EL ARENAL,CAF EL ARENAL,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7751895,-103.6927056
ATOTONILCO EL ALTO,CAF ATOTONILCO EL ALTO,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.5496474,-102.5066802
AYOTLAN,CAF AYOTLÁN,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.529299,-102.3277257
AYUTLA,CAF AYUTLA,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.1307272,-104.3461323
BOLAÑOS,CAF BOLAÑOS,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,21.8748085,-104.0128076
CABO CORRIENTES,CAF EL TUITO,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.3196386,-105.3268647
CASIMIRO CASTILLO,CAF CASIMIRO CASTILLO,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,19.6010426,-104.4351884
CIHUATLAN,CAF CIHUATLÁN,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,19.2394438,-104.5634061
CIHUATLAN,CAF SAN PATRICIO MELAQUE,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,19.2225796,-104.7014782
COLOTLAN,CAF COLOTLÁN,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,22.1180631,-103.262363
CUAUTITLAN DE GARCIA BARRAGAN,CAF CUAUTITLÁN,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,19.4489599,-104.3610173
CUQUIO,CAF CUQUIO,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.9306992,-103.0261443
CHAPALA,CAF CHAPALA,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.2934469,-103.1917456
DEGOLLADO,CAF DEGOLLADO,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.4465299,-102.1367907
ENCARNACION DE DIAZ,CAF ENCARNACIÓN DE DÍAZ,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,21.5262,-102.241
ETZATLAN,CAF ETZATLÁN,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.7636579,-104.0781033
GUADALAJARA,CMCT PALACIO FEDERAL,CONSULTORIO MEDICO EN CENTRO DE TRABAJO,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6849389,-103.3477454
GUADALAJARA,CMCT F.S.T.S.E.,CONSULTORIO MEDICO EN CENTRO DE TRABAJO,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6936896,-103.3517491
GUADALAJARA,CMF GUADALAJARA # 2,CLÍNICA DE MEDICINA FAMILIAR ,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.68741,-103.36932
GUADALAJARA,CAF U.H. FOVISSSTE MIRAVALLE,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6060582,-103.3528313
GUADALAJARA,CMCT U.S.E.D.J.,CONSULTORIO MEDICO EN CENTRO DE TRABAJO,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.72504,-103.4301566
GUADALAJARA,CMF GUADALAJARA # 3,CLÍNICA DE MEDICINA FAMILIAR ,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6487261,-103.296829
GUADALAJARA,CMCT S.N.T.E.,CONSULTORIO MEDICO EN CENTRO DE TRABAJO,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6681253,-103.3060865
GUADALAJARA,CAF U.H.F. UNIDAD MODELO,CONSULTORIO DE ATENCION FAMILIAR,ISSSTE,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,PRIMER NIVEL,DE CONSULTA EXTERNA,20.6598023,-103.33036
